Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Lcmt1,54.5466258482,42.7037941656,54.5466258482,42.7037941656,47.900377924,48.2168559079,43.1072733956,7.2543784414,47.7962753716,37.5672600666,38.7734097119,38.2006472287,50.4854291323,52.1171595671,23.6461367872,23.89881474,55.5005348946,33.8197595628,14.7573488488,16.1890582673,58.7364922913,58.7920596347,23.0555567217,21.5339469637,59.8721003681,56.2128172028,26.1737684563,14.8176541104
Pabpc4;Gm12612,74.1728365899,95.866068745,74.1728365899,95.866068745,56.4295941724,101.1100184573,82.341955413,97.855111618,70.8320790621,69.0674365218,59.8413779366,77.2748832383,65.9747268641,76.6196968068,50.0987552216,42.0279396833,68.1549084746,91.7570886773,24.118373677,29.5849569817,70.6540674943,75.4042025319,20.4095645589,24.1058702121,65.1885736359,68.1824414328,19.9247638277,16.7912105864
Kdm1a;mKIAA0601,43.555295899,167.1012757744,43.555295899,167.1012757744,41.9816582651,68.9288258459,66.1776411164,127.3599589923,55.8863434079,107.02239146,58.5207121451,109.2021710088,69.6257169976,80.7536128874,80.8496404631,195.6084062266,50.3882081402,194.0908617541,69.6608407819,127.6444478553,48.2000954151,117.9278226465,53.1363954681,245.2253915553,53.0442192431,113.3654421259,54.4277104832,123.0533281798
Plcb2,108.442801391,160.4762299286,108.442801391,160.4762299286,59.690747281,115.628480215,86.8958369171,221.8483316827,97.9017942043,146.9017470111,64.2892776975,69.1765127729,113.8946537322,110.1056086958,17.8865477597,20.0469709639,81.1004215558,163.7585525414,11.4868511492,26.4001665063,73.6523396296,118.6101141179,18.6989586418,34.7768831485,76.5372642006,153.8745449765,24.8346831993,34.9862722953
Hmgn2,824.0689920947,1142.0451715412,824.0689920947,1142.0451715412,882.7502477616,1011.2177128907,833.4172880035,845.587792158,781.4609156013,1119.0153932267,688.2083545312,828.2894834475,929.7605251463,969.3800472263,603.2606408653,688.3885314762,848.2343816508,1113.1680300446,484.6917188042,467.023814673,849.2342313123,960.1936670406,419.919175964,565.4375611463,888.9767998601,1030.3052324492,408.5083198222,446.4208586192
Arpc5l,65.9850555261,72.8172320158,65.9850555261,72.8172320158,52.2402469061,86.3941964023,39.5831187145,66.2577505723,62.33425138,75.7319670215,30.6872662288,36.1238813601,58.8381000231,77.0748511471,28.6056816846,47.3110843356,51.5565727238,62.1594984645,29.6412347161,45.4074417471,58.0178120538,66.5226047051,32.7164458632,34.7249979953,56.4684520248,52.8211997452,41.8001036713,22.1380553542
Spna2,75.0375536821,36.9548287324,75.0375536821,36.9548287324,52.5095122908,43.9961076913,72.1436036981,58.0625605589,59.4028697148,41.8162888557,97.8583567664,74.9190277264,61.5586804354,52.1403969886,57.2550905737,40.8134815687,54.11193358,40.5777929535,38.8550522131,29.2067035777,59.1843226179,43.6659065524,39.1083049907,24.5885190379,45.6481793545,41.6445428129,44.62455756,23.0877073228
Ttc38,14.74015425,21.5602942956,14.74015425,21.5602942956,17.6333013679,15.9026314919,21.8372719509,27.4854098542,19.395837558,23.9678739566,7.7524471396,9.80171978,25.2503503386,14.4452575667,7.7690911552,15.4826570248,15.4342905488,23.605368017,6.4866340434,9.173248549,17.4317246794,17.5868925076,6.412101075,16.46432922,27.3146561319,26.3372562148,6.3620770829,14.7000700433
Rel,15.2258990106,46.793690591,15.2258990106,46.793690591,19.3903352682,32.605878899,182.1138657955,377.9319424803,21.0091925801,46.6552471286,153.8137417403,212.7411601127,37.1802094188,25.5973148074,132.1992931018,240.8484207202,20.2290144973,47.3245123149,79.4970692916,164.8294573537,19.5023989022,36.8585766721,49.1247934432,179.2802136181,20.170455603,38.5219008573,50.7404497058,123.0603074737
Ppp1r11,51.2290736215,58.1896736118,51.2290736215,58.1896736118,47.7833954583,47.1405520446,59.6519764797,85.1778476584,53.569348468,67.4366504897,64.8640800986,68.0442994527,51.8675012695,53.9538039826,56.5874681141,71.2754072506,41.3294922738,53.9259181837,48.9964530413,85.9205362154,46.5682290339,53.57382169,66.5843406079,60.9557146402,49.9108889559,58.1727069696,64.5592811083,94.393345326
Dennd4c,32.038690694,11.3435723762,32.038690694,11.3435723762,24.0748476968,35.6581966833,23.3918559474,9.2829610296,18.0337899332,17.6553460367,12.3386676995,7.3147341705,28.1918836685,25.2424446004,10.2771975424,6.3801436442,20.0512462969,12.8579194162,10.5367103778,12.9213780638,22.2812216193,16.6684721387,15.187316652,5.1690282447,27.7505090356,29.9131847041,14.3227048318,14.1710808747
Arhgap31;Cdgap,61.3609866927,69.7332569402,61.3609866927,69.7332569402,49.5958581296,66.8224505149,124.1192048221,105.5837927377,56.0493727551,70.5711784978,122.4958574258,114.5436200149,65.0911256097,56.2280666058,62.3009842096,59.364829403,49.6069140643,74.051841785,45.4706357541,48.1498429398,56.5684332021,53.4117063082,44.9330782313,47.6322002949,48.9218036285,52.8053891743,47.9135741131,49.5889255081
Plekhf2,44.4689068807,35.7829838565,44.4689068807,35.7829838565,28.1191582514,43.6089634052,19.4805998965,35.2562639875,30.904481964,29.3203335072,42.121639397,34.6420053349,35.2891393601,37.838958402,71.4283005552,67.4733543183,34.3288699154,27.8847232196,91.0540907879,85.1080068084,37.7587485394,37.2292316344,59.8794789988,62.5745040638,32.3441640431,39.0890956075,61.3721655072,49.0949337831
Mgl2,2350.8855855266,1100.0207329424,2350.8855855266,1100.0207329424,2069.9339485775,1355.5623635463,1529.964365439,1186.8397927772,1559.7576024338,1279.40449497,1395.4066635748,1040.8366752643,1439.5482386193,1367.5164600549,844.2490948513,728.4038371564,1439.7734683141,989.8621581168,786.2671700632,688.7379170832,1245.7826322367,1046.1178501165,669.9748249571,403.6958494631,1003.4695550575,1169.7410844851,531.3278922643,331.8545169215
Dmxl2,21.1094147873,30.0521779546,21.1094147873,30.0521779546,17.1466276289,24.6094043746,30.4980653287,29.4131829296,26.5123722008,31.3283416064,16.8738726782,18.5966079987,35.1856577349,28.9015976176,9.5724501683,17.2984189106,26.786181204,34.8020374426,8.0175195734,13.664783019,25.7425899857,30.0579151681,8.7794525209,13.3501174342,27.1182040519,28.4653559974,10.9442984937,13.7434613851
Brd4,74.0229820378,108.865352307,74.0229820378,108.865352307,85.8915444207,90.8651539287,74.3158672528,126.3476044734,86.6406038002,122.2553374724,61.0998980121,77.4923166737,98.0853063145,94.2857905514,64.844167943,121.7104956519,81.5971897787,123.3288002114,76.915569456,88.7446387567,97.6768279773,104.5073080712,52.7700942519,87.5740654237,108.9648944661,115.9827681868,58.0620201369,103.5587454485
5031439G07Rik,95.3788431552,59.0935408214,95.3788431552,59.0935408214,69.3217470486,70.8052657646,60.7074707939,77.676237991,82.5607036451,60.6180229431,46.7711959453,39.2461231864,86.9082228012,74.4190211089,20.7104215217,22.5312751173,74.8244520174,67.8241042904,20.5516234785,15.3366744517,82.1822854105,57.2443257025,30.8846900265,22.3744303688,57.0245443712,61.6943168696,25.8941655881,17.6876045566
Unc119,188.2790591844,134.1535642094,188.2790591844,134.1535642094,143.4335870198,162.6659093192,89.132739717,77.3305923033,128.6907447696,134.3818503401,66.4231189569,61.899367484,152.7544994144,152.9215002863,22.6139280283,12.0688167635,147.8269802925,116.6247192603,21.2370585518,15.0151146007,138.9659014408,113.56687657,23.5851257793,25.2611541031,121.7954339013,131.969037195,21.4837444792,12.2005399943
Dusp3,95.4879655887,157.4815820261,95.4879655887,157.4815820261,97.8574899314,132.7935327339,95.4432383482,161.9579841833,98.5900725511,167.9406912851,72.3043300026,112.5300434048,112.4907609351,119.7676980472,36.2243533512,54.9965901335,101.6496783827,170.3492667753,23.9178108128,31.3620636262,90.274007072,140.0623476573,31.4136446643,61.6901858107,89.0923120488,135.810432166,44.6102277218,65.459421328
Lgals9,201.0604612794,118.5357602803,201.0604612794,118.5357602803,128.5387954544,132.0591585399,104.1390288286,115.8098081305,156.4384700614,90.3393693725,257.2347296952,193.7425040822,128.5677499278,119.2801615901,476.7165339268,383.8689925808,130.4035822031,89.4350613038,580.4265240213,630.7364400688,151.2690973581,131.2551977607,786.8950738152,523.9109041126,112.9943250016,107.885609141,620.9358961317,564.3458056503
Sept8,37.0331763237,19.1204876757,37.0331763237,19.1204876757,24.138244342,22.9174694436,19.805105461,23.6958259116,27.6507031664,20.678717676,22.4872541261,21.4262672196,33.5900308317,31.1718530469,12.1621129933,10.0618990542,29.1759352463,21.64247851,14.0966005086,13.6194567963,28.6708086086,15.9177940351,25.1619807951,18.7140647674,24.9169533814,28.5616485821,32.5470450861,25.2580891104
Kif3a,6.4601191728,31.385264193,6.4601191728,31.385264193,14.0589163328,17.0014461431,19.2285160358,31.6597602585,13.9800392913,27.5405642748,19.9566460497,18.36567713,14.7237870693,19.2545482162,7.5772492694,34.0118893808,11.850848418,47.764865578,9.4037348287,16.789056132,16.0992990335,22.5695716534,14.9302490515,47.9918373674,19.3192359515,21.5178815429,13.5042755957,50.875722322
Bcas3,26.3103724434,58.5045057483,26.3103724434,58.5045057483,32.9443991648,33.3929794184,39.6925355278,37.0681175722,41.4686972905,38.2303045849,38.4649071412,37.7572111887,36.2482702323,32.9591922883,20.4139922496,25.1123354997,31.1956384977,37.9595442458,13.9019868855,17.3956280835,34.8591335358,32.6742702499,16.6132608325,42.2306614939,35.7844001174,30.3689750999,11.8893792591,18.9796009217
Jak1,105.1583869257,123.0707442107,105.1583869257,123.0707442107,95.4705602888,92.1930443473,114.2296845489,151.1774720343,97.8178263492,112.8313025272,118.4516915571,112.1667269088,105.722190945,89.7049982638,104.9712007101,114.9339811557,90.1084669082,117.6210587669,100.9908273959,110.7103458196,98.9220388058,99.5705382258,100.7168520752,141.0567710551,85.6887462598,116.9070372562,96.0107192814,116.9588555677
Trappc1,163.1898100913,147.8498039003,163.1898100913,147.8498039003,167.360657417,138.9191765153,74.9683711317,74.1091983999,145.6714113455,129.5432592149,101.8819431783,53.9585605747,133.7349635323,133.4464109219,74.1725311099,44.0093318199,141.7472138585,88.9835481631,59.2473391249,50.4277298192,154.9412965141,106.4062282425,67.4408108118,66.36314804,114.2733470074,111.9481911897,65.6067612917,55.5257987558
Gyk,20.0167940837,12.5522682763,20.0167940837,12.5522682763,15.9681457158,19.2152954101,29.357032063,25.9118714419,14.0192036741,18.4291187448,53.6827002814,55.5006361689,19.6994108243,19.2538587754,46.58026484,37.4616389278,20.2442664468,14.4163263135,42.0702829267,38.0711027932,15.8215940087,16.496477448,24.3485720073,22.6391522482,15.7744118814,15.0552601498,13.2927716822,12.6238068335
Prpsap1,50.3568566436,38.9692310037,50.3568566436,38.9692310037,38.5178204192,29.5628920354,33.0351678018,26.3190712208,48.7571782506,35.4009896607,34.2728080876,22.2070926506,52.1536796947,48.9748166068,40.1312031969,33.6530466458,44.5675915572,57.2092806428,50.9795131397,42.4833908033,48.6860888596,38.8281877549,40.7627310788,28.3506032917,43.7668754535,38.1317779772,36.3444729104,20.7553938403
Grb2,227.784362317,272.5678523654,227.784362317,272.5678523654,224.6729519918,258.1469016424,214.5532102271,197.3949707822,205.0169407162,264.1994389716,194.0427820691,213.8051940143,231.2014765581,256.5258563646,163.2717808712,152.4359657699,227.5110729612,248.2907719586,196.2840622221,236.437386581,241.8171034896,260.3747421061,234.3404154896,239.4910183099,249.8674007119,248.0097324714,269.6423512149,252.4544683217
Lcp2,112.1768493167,101.0406867952,112.1768493167,101.0406867952,106.7893641107,124.0224347989,256.7429425573,261.4036909641,102.9362334851,110.3341631078,327.5698102434,305.1905042696,137.3912568286,97.2770429027,221.8380125866,187.3879384331,107.1268771322,112.3740077208,151.5890808986,150.6831443884,95.8709898459,86.2642338774,105.6095037172,113.7907202492,73.9624435414,79.6186839635,91.5614984819,79.5377020325
Aldh3a2,58.2157083177,27.3949938363,58.2157083177,27.3949938363,29.8058742323,44.1795642379,36.5675859828,31.297669899,34.2152856046,23.4828961817,33.6555475531,24.3816798799,41.177370754,37.8126466587,19.9197618017,9.2164783902,30.2622626699,18.9502151259,22.6753363617,21.9303011098,36.110449046,20.446629687,27.8639577395,8.3305897771,33.5694089176,30.1629142789,37.7684437672,17.2189759969
Elac2,13.5222193009,2.6849385769,13.5222193009,2.6849385769,7.6066740271,8.7635490937,10.7997655703,10.5809405693,11.7352945293,3.8501989898,6.3203138141,3.7131324419,10.7528667307,5.7368409836,4.044665657,1.8330269151,10.3676756009,3.6615506643,4.5900808687,1.5777140715,7.2430289988,5.5870376714,3.7520553539,2.6086673629,5.7916934664,7.0646328516,5.2482309129,2.2183431808
Atp2a3,42.9086761288,44.5330818134,42.9086761288,44.5330818134,43.4507424108,36.8724065001,52.9921125085,55.9080311328,51.0780802075,54.5546730196,43.1293570375,39.9924478272,50.3699790507,44.925012429,19.9679256306,20.977437253,42.8439987301,51.9901527071,13.2792852434,15.4726990935,44.0658021024,41.6278948298,9.5244779912,14.7004988194,30.321582488,36.7988866638,9.2863425838,8.4935461811
Hgs,52.6988019567,38.0693579593,52.6988019567,38.0693579593,45.0969926356,51.671392091,47.1784893604,59.959392705,55.9471082617,51.3752291785,49.8477903197,42.1385293116,60.5256928504,41.2834291941,59.9111661368,48.1816558808,47.5753945731,51.5204752993,55.5256481445,52.4355295289,55.8016558184,40.5110908635,54.2253454774,41.723674682,49.7292062408,41.9602158083,66.5261296736,70.9753121834
Aifm1,54.3695114922,33.7470811757,54.3695114922,33.7470811757,34.7647731873,61.068775289,40.5674127349,37.5999268648,33.5983081815,38.4058607578,29.5409588566,40.5126462609,38.3654293087,33.8072952667,25.0274604754,14.0665872161,40.635242575,33.2431042016,18.4753774536,22.4940090883,41.3627558815,33.7829854707,17.1459369756,13.1771353945,45.5046679897,49.5247147326,24.8112537375,27.2633165079
Mospd2,78.8792694945,52.5176699078,78.8792694945,52.5176699078,59.379762949,54.0120949324,68.6266532599,77.8642255443,54.1759178362,60.2236210278,70.1716529167,55.5523646836,50.6317770967,46.4465151502,63.5378778666,48.7373381819,52.2852056103,46.8195640825,63.1340308659,67.7863002146,62.3258603679,58.5180604161,57.2795429883,42.5225022965,61.9945710548,49.6206978909,50.3261744661,36.856992671
Nasp,75.7320291141,119.2605823395,75.7320291141,119.2605823395,78.136463448,97.170152879,70.7642760702,157.4247333226,77.4665869166,91.5030928033,64.3175247544,84.072248323,93.5005731799,72.0796751201,35.9383736301,69.414559322,65.6268115154,134.3911579585,38.7385028872,67.9511820929,63.6058703059,112.8223349091,37.2065982562,64.2337900923,91.5042877485,96.1396112138,34.1211472269,59.928138312
Arhgap4,52.6731920384,30.0800623018,52.6731920384,30.0800623018,33.4778065837,40.3748528522,36.5105089127,25.6079685167,58.7171079874,45.0318816542,26.8530811888,22.4345849195,50.5887585849,42.1966563522,12.2453173773,5.6462685751,30.6044023888,28.6094141151,4.7346005688,5.7702842109,40.0546812249,35.2391325379,7.7275043645,3.6842988892,39.4728006606,45.6720086445,9.6953261125,13.4150190346
Tbc1d2,19.9827017642,10.3704553752,19.9827017642,10.3704553752,12.5658674527,15.3875107665,9.151624841,14.7655592854,14.7227283428,13.3179446231,3.9366943032,0.9564857217,22.4114044181,17.1487860023,1.823529349,0.7868338288,14.1224747778,9.4279237341,1.5975416123,1.3541954569,17.3197798248,12.5860574686,5.21554392,5.7061467829,9.8154634086,17.6194059206,8.6745772231,4.9956558467
Uprt,11.3086563623,1.7038435895,11.3086563623,1.7038435895,2.5766162257,4.0426536583,15.1221992191,22.333178739,1.9308778971,6.1165439916,4.7938637566,3.7639489421,7.1750317265,4.1580338011,3.5856218044,3.0990759473,3.8135797063,3.0987787191,1.2584667399,1.3349085905,5.2512134204,1.7740176061,3.4989339665,6.6393446695,2.4529916686,3.3651370931,2.8847141286,1.4107631172
Mtm1,41.3344422827,41.4551821052,41.3344422827,41.4551821052,40.4571505394,34.7878504532,98.2399083233,85.1332833264,41.8320070809,43.909018147,52.7736176463,46.5428057441,90.7650871341,39.6330177127,49.743036478,53.0156191516,50.0190873753,45.6738801698,51.7619242788,48.6721649105,45.1345497442,30.4369712532,39.7147635984,52.9864102393,57.9830121296,52.211634236,40.0511122377,41.3886695628
Clta,1111.569184774,1061.9040270156,1111.569184774,1061.9040270156,1244.1909253577,1210.1628743264,1105.0151796077,899.0393771618,1149.0194893322,1113.9320784881,929.3378686839,962.8495866109,1153.8708048424,1142.5795195658,947.8575935246,796.6159927432,1160.6927655786,984.2306014617,962.2379695149,924.773740967,1243.8045243851,1115.2718844491,1011.4139775412,904.9470285444,1353.9778778542,1046.990900747,976.4373122164,979.9998913764
Usp24,13.9282514975,11.362844449,13.9282514975,11.362844449,10.2460844055,12.2443949891,12.6671673726,16.5514119622,10.2295239241,13.6532194863,13.5785706251,12.1942472424,15.2046428932,11.7426913196,10.3866479635,10.9847382963,11.5237541565,10.6474085285,11.1065248797,10.9572239987,12.8385732324,14.1819419885,10.8300206818,7.0566271109,11.3960507572,11.9545063964,11.1196447499,8.9456083238
Baiap2,61.3510224858,50.6047532462,61.3510224858,50.6047532462,42.4407866565,42.1631525461,33.9649908307,37.9128452058,51.8537365273,50.7278759016,18.6132285338,21.5081424411,64.0919834637,46.9054328582,31.6994980627,45.5690090712,44.8992960625,57.8696591308,39.5831349909,47.943747066,54.7973590955,42.7804045765,45.9190776626,53.6323559142,59.0902829662,57.890217131,55.5047291864,43.3845172471
BC005561;Thoc2,89.21835812,273.5262671651,89.21835812,273.5262671651,105.8629950604,158.6502600655,160.439903123,753.2120634168,115.8741888551,214.4926046535,175.8461861767,315.3003626388,186.2259852607,120.2410734189,120.9236429109,328.450943803,94.3667422653,274.233753895,78.8274978834,188.5648993148,109.1716144425,187.2974959707,49.4037349701,240.2165587862,152.5398251267,200.9884031833,43.2556501853,218.3181882423
Mlyk;Mylk,3.055023861,8.1330593539,3.055023861,8.1330593539,5.3399162058,5.9749699469,11.3190726267,12.7169088711,3.0439982892,2.8109567313,8.6175023596,3.9250826832,11.1809261689,3.973998042,11.761723859,18.5684190976,6.4046293934,11.0791425306,11.3206625158,25.8944423635,4.5428293454,11.7666907193,13.9277857872,19.3525165065,4.2248326766,2.9490074549,14.2837325145,23.2684313385
